Commit SHA,Java File,Old function signature,New function signature
3d488ec15a81d16be35843bb96505da1306db88b,FileSelectorPresenterTest.java,import com.iluwatar.modelviewpresenter.FileSelectorStub;,import com.iluwatar.model.view.presenter.FileLoader;
3d488ec15a81d16be35843bb96505da1306db88b,Consumer.java,import com.iluwatar.poisonpill.Message.Headers;,import com.iluwatar.poison.pill.Message.Headers;
3d488ec15a81d16be35843bb96505da1306db88b,Producer.java,import com.iluwatar.poisonpill.Message.Headers;,import com.iluwatar.poison.pill.Message.Headers;
3d488ec15a81d16be35843bb96505da1306db88b,AppTest.java,import com.iluwatar.lazyloading.App;,import com.iluwatar.poison.pill.App;
3d488ec15a81d16be35843bb96505da1306db88b,AppTest.java,import com.iluwatar.poisonpill.App;,import com.iluwatar.repository.App;
3d488ec15a81d16be35843bb96505da1306db88b,AppTest.java,import com.iluwatar.resourceacquisitionisinitialization.App;,import com.iluwatar.resource.acquisition.is.initialization.App;
dc4904c8d0dde8c278e362854a5db7e52684036b,SynchronousLayer.java,import java.util.concurrent.Callable;,import java.util.concurrent.ExecutionException;
dc4904c8d0dde8c278e362854a5db7e52684036b,SynchronousLayer.java,import java.util.concurrent.LinkedBlockingQueue;,import java.util.concurrent.FutureTask;
eeef8bf4754864b16fe24c3cbdf64b3b947f4f80,AsynchronousService.java,import java.util.concurrent.Future;,import java.util.concurrent.ExecutionException;
aa04e7c85664a4c077829eee7302baae15da1c7a,Cake.java,import java.util.List;,import java.util.HashSet;
d3f2ea22ac422ddac4d7d9733c45e3ebc46e6001,NioReactor.java,import java.net.InetSocketAddress;,import java.nio.channels.SelectableChannel;
ec8203a196106ac6cbb732775af153ff4b15dfd6,NioReactor.java,import java.nio.channels.SelectableChannel;,import java.nio.ByteBuffer;
ec8203a196106ac6cbb732775af153ff4b15dfd6,NioReactor.java,import java.util.List;,import java.util.Iterator;
ec8203a196106ac6cbb732775af153ff4b15dfd6,NioReactor.java,import java.util.concurrent.CopyOnWriteArrayList;,import java.util.concurrent.ConcurrentLinkedQueue;
5956873fc9d7069c4386cafc18cda143e82e6b91,AppTest.java,import org.junit.Test;,import static org.junit.Assert.assertEquals;
5956873fc9d7069c4386cafc18cda143e82e6b91,AppTest.java,import com.iluwatar.abstractfactory.App;,import org.junit.Before;
0989c9b49886bbfbc718aaa28983eade9b8d7a30,AppTest.java,import org.junit.Test;,import static org.junit.Assert.assertEquals;
0989c9b49886bbfbc718aaa28983eade9b8d7a30,AppTest.java,import com.iluwatar.abstractfactory.App;,import org.junit.Before;
363d2c38456a152ee09858d42e9f3b5644d5b2b0,AppClient.java,import java.net.SocketException;,import java.net.UnknownHostException;
0bf2a2fb5d194ff2edd0badb67461c4391e23eac,AppTest.java,import org.junit.Test;,import static org.junit.Assert.assertEquals;
0bf2a2fb5d194ff2edd0badb67461c4391e23eac,AppTest.java,import com.iluwatar.abstractfactory.App;,import org.junit.Before;
ded21b70acdbfa746343a0ebd6e5d33c5bf37dfb,App.java,import com.iluwatar.fluentinterface.fluentiterable.FluentIterable;,import com.iluwatar.fluentinterface.fluentiterable.lazy.LazyFluentIterable;
51dca28fe71681540142d01db601e18a662de651,CustomerTest.java,import static org.junit.Assert.assertTrue;,import static org.junit.Assert.assertNotEquals;
dd0fcea09094b885f4f58fed7ef15ae7a63bb8a7,App.java,import com.iluwatar.servicelayer.servicelayer.spell.SpellDaoImpl;,import com.iluwatar.servicelayer.spell.Spell;
dd0fcea09094b885f4f58fed7ef15ae7a63bb8a7,HibernateUtil.java,import com.iluwatar.servicelayer.servicelayer.spell.Spell;,import com.iluwatar.servicelayer.spell.Spell;
dd0fcea09094b885f4f58fed7ef15ae7a63bb8a7,MagicService.java,import com.iluwatar.servicelayer.servicelayer.spell.Spell;,import com.iluwatar.servicelayer.spell.Spell;
dd0fcea09094b885f4f58fed7ef15ae7a63bb8a7,MagicServiceImpl.java,import com.iluwatar.servicelayer.servicelayer.spell.SpellDao;,import com.iluwatar.servicelayer.spell.Spell;
dd0fcea09094b885f4f58fed7ef15ae7a63bb8a7,Spellbook.java,import com.iluwatar.servicelayer.servicelayer.spell.Spell;,import com.iluwatar.servicelayer.spell.Spell;
1e988c10f9ea5c5f1c4b9c83c0628d0c2fb790ed,App.java,import com.iluwatar.servicelayer.servicelayer.spell.SpellDaoImpl;,import com.iluwatar.servicelayer.spell.Spell;
1e988c10f9ea5c5f1c4b9c83c0628d0c2fb790ed,HibernateUtil.java,import com.iluwatar.servicelayer.servicelayer.spell.Spell;,import com.iluwatar.servicelayer.spell.Spell;
1e988c10f9ea5c5f1c4b9c83c0628d0c2fb790ed,MagicService.java,import com.iluwatar.servicelayer.servicelayer.spell.Spell;,import com.iluwatar.servicelayer.spell.Spell;
1e988c10f9ea5c5f1c4b9c83c0628d0c2fb790ed,MagicServiceImpl.java,import com.iluwatar.servicelayer.servicelayer.spell.SpellDao;,import com.iluwatar.servicelayer.spell.Spell;
1e988c10f9ea5c5f1c4b9c83c0628d0c2fb790ed,Spellbook.java,import com.iluwatar.servicelayer.servicelayer.spell.Spell;,import com.iluwatar.servicelayer.spell.Spell;
83c2fbdcd3d58bb600872d4460a776936daabd70,AppTest.java,import com.iluwatar.callback.App;,import static org.junit.Assert.assertEquals;
a2b8359ab5b844f9c2ae4abcff304181121545f7,AppTest.java,import com.iluwatar.callback.App;,import static org.junit.Assert.assertEquals;
6418a6c2b608035c7c00a37308ea6f9da36c5d77,AppTest.java,import main.java.com.wssia.caching.AppManager;,package com.iluwatar.caching;
3af06a3a3afe85dd358ec99e958ad88a0400ff40,App.java,import com.iluwatar. builder.Hero.HeroBuilder;,import com.iluwatar.builder.Hero.HeroBuilder;
3af06a3a3afe85dd358ec99e958ad88a0400ff40,AppTest.java,import com.iluwatar. builder.App;,import com.iluwatar.builder.App;
306b1f3d31751448d1904657d065bd0241e9dec2,Producer.java, * Class responsible for producing unit of work that can be expressed as message and submitted to queue, * Class responsible for producing unit of work that can be expressed as message and submitted to
306b1f3d31751448d1904657d065bd0241e9dec2,App.java," * construction, even from methods of the target class.", * The Private Class Data design pattern seeks to reduce exposure of attributes by limiting their
306b1f3d31751448d1904657d065bd0241e9dec2,App.java, * {@link Stew} are now in {@link StewData} and cannot be altered by {@link ImmutableStew} methods., * The problem is solved with the Private Class Data pattern. We introduce {@link ImmutableStew}
fe63c9cec4fc898aed1dfd98f7d995bb4716cba9,App.java,import com.iluwatar. builder.Hero.HeroBuilder;,import com.iluwatar.builder.Hero.HeroBuilder;
fe63c9cec4fc898aed1dfd98f7d995bb4716cba9,AppTest.java,import com.iluwatar. builder.App;,import com.iluwatar.builder.App;
fe63c9cec4fc898aed1dfd98f7d995bb4716cba9,Producer.java, * Class responsible for producing unit of work that can be expressed as message and submitted to queue, * Class responsible for producing unit of work that can be expressed as message and submitted to
fe63c9cec4fc898aed1dfd98f7d995bb4716cba9,App.java," * construction, even from methods of the target class.", * The Private Class Data design pattern seeks to reduce exposure of attributes by limiting their
fe63c9cec4fc898aed1dfd98f7d995bb4716cba9,App.java, * {@link Stew} are now in {@link StewData} and cannot be altered by {@link ImmutableStew} methods., * The problem is solved with the Private Class Data pattern. We introduce {@link ImmutableStew}
012b638023980a5cdbc16bc63025fe4f3ad485ad,BusinessLookup.java, *, * Class for performing service lookups.
092d48d15091cb950232c44d76c0243fa8de53a2,BusinessLookup.java, *, * Class for performing service lookups.
321e9d4191cdb1a3592ce758fcc0238e31f3af19,Event.java,import com.iluwatar.eda.advanced.framework.Message;,import com.iluwatar.eda.framework.Message;
321e9d4191cdb1a3592ce758fcc0238e31f3af19,UserCreatedEventHandler.java,import com.iluwatar.eda.advanced.framework.Channel;,import com.iluwatar.eda.event.UserCreatedEvent;
321e9d4191cdb1a3592ce758fcc0238e31f3af19,UserUpdatedEventHandler.java,import com.iluwatar.eda.advanced.framework.Channel;,import com.iluwatar.eda.event.UserUpdatedEvent;
9d4fff6029a67efeeb1aeaad980fc2c5f8a9fcef,PersonRepository.java,,import org.springframework.data.jpa.repository.JpaSpecificationExecutor;
5bec63659feb33ad136551e179c1d83eddbbe95b,PersonRepository.java,,import org.springframework.data.jpa.repository.JpaSpecificationExecutor;
cfb0fafc7d5f98ec94cd41ffaaf28af80489dc6c,UserCreatedEventHandler.java,import com.iluwatar.eda.model.User;,import com.iluwatar.eda.framework.Handler;
cfb0fafc7d5f98ec94cd41ffaaf28af80489dc6c,UserUpdatedEventHandler.java,import com.iluwatar.eda.framework.Channel;,import com.iluwatar.eda.framework.Handler;
c837ffe234e0b6352125d3a07b5db296355877d1,RectangleTest.java,import com.iluwatar.doubledispatch.Rectangle;,import static junit.framework.TestCase.assertEquals;
1b74e0ff67d31adb1d04cc47e87d768aa2a2220a,RectangleTest.java,import com.iluwatar.doubledispatch.Rectangle;,import static junit.framework.TestCase.assertEquals;
cec9a99410a0544ff0f1a5853443ef9dcff0a9e7,App.java,        while (inventory.addItem(new Item()));,        while (inventory.addItem(new Item())) {};
cec9a99410a0544ff0f1a5853443ef9dcff0a9e7,App.java,import com.iluwatar.fluentinterface.fluentiterable.simple.SimpleFluentIterable;,import static java.lang.String.valueOf;
cec9a99410a0544ff0f1a5853443ef9dcff0a9e7,App.java,import static java.lang.String.valueOf;,import com.iluwatar.fluentinterface.fluentiterable.FluentIterable;
cec9a99410a0544ff0f1a5853443ef9dcff0a9e7,ApplicationExceptionTest.java,import org.junit.Test;,import static org.junit.Assert.assertSame;
cec9a99410a0544ff0f1a5853443ef9dcff0a9e7,LazyLoadedSingletonThreadSafetyTest.java,import org.junit.Test;,import static org.junit.Assert.assertEquals;
cec9a99410a0544ff0f1a5853443ef9dcff0a9e7,LazyLoadedSingletonThreadSafetyTest.java,import static org.junit.Assert.assertEquals;,import org.junit.Test;
fb0617e9c5d18372fc785c4c096411bc7f744c4c,AppTest.java,import com.iluwatar.delegation.simple.printers.HPPrinter;,import com.iluwatar.delegation.simple.printers.App;
a49dbefb56fbb16ef3f181c6e2e09cbe314bc529,App.java,import com.iluwatar.delegation.simple.Printer;,import com.iluwatar.delegation.simple.AbstractPrinterController;
5f033be54fef0976fd874381591a527c19059286,AdapterPatternTest.java,import static org.mockito.Mockito.verify;,import org.junit.Before;
5f033be54fef0976fd874381591a527c19059286,AdapterPatternTest.java,import com.iluwatar.adapter.FishingBoat;,import static org.mockito.Mockito.spy;
5f033be54fef0976fd874381591a527c19059286,AppTest.java,import com.iluwatar.execute.around.App;,import java.io.File;
5f033be54fef0976fd874381591a527c19059286,AppTest.java,import com.iluwatar.tolerantreader.App;,import java.io.File;
fac10dc454650a71b4699d1aa54594511e5ca1e0,App.java,import com.iluwatar.delegation.simple.PrinterController;,import com.iluwatar.delegation.simple.printers.CanonPrinter;
0bc722f797b8a7e86f18615204a405ee8489f5ea,App.java,import com.iluwatar.delegation.simple.printers.HPPrinter;,import com.iluwatar.delegation.simple.printers.HpPrinter;
0bc722f797b8a7e86f18615204a405ee8489f5ea,DelegateTest.java,import com.iluwatar.delegation.simple.printers.HPPrinter;,import com.iluwatar.delegation.simple.printers.HpPrinter;
40042ae3927f6d61713377df285e534bfcca74ae,AdapterPatternTest.java,import static org.mockito.Mockito.verify;,import org.junit.Before;
40042ae3927f6d61713377df285e534bfcca74ae,AdapterPatternTest.java,import org.junit.Test;,import static org.mockito.Mockito.spy;
40042ae3927f6d61713377df285e534bfcca74ae,App.java,        while (inventory.addItem(new Item()));,        while (inventory.addItem(new Item())) {};
40042ae3927f6d61713377df285e534bfcca74ae,RectangleTest.java,import com.iluwatar.doubledispatch.Rectangle;,import static junit.framework.TestCase.assertEquals;
40042ae3927f6d61713377df285e534bfcca74ae,AppTest.java,import com.iluwatar.execute.around.App;,import java.io.File;
40042ae3927f6d61713377df285e534bfcca74ae,App.java,import com.iluwatar.fluentinterface.fluentiterable.simple.SimpleFluentIterable;,import static java.lang.String.valueOf;
40042ae3927f6d61713377df285e534bfcca74ae,App.java,import static java.lang.String.valueOf;,import com.iluwatar.fluentinterface.fluentiterable.FluentIterable;
40042ae3927f6d61713377df285e534bfcca74ae,PersonRepository.java,,import org.springframework.data.jpa.repository.JpaSpecificationExecutor;
40042ae3927f6d61713377df285e534bfcca74ae,AppTest.java,import org.junit.Test;,import com.iluwatar.servicelayer.hibernate.HibernateUtil;
40042ae3927f6d61713377df285e534bfcca74ae,AppTest.java,import com.iluwatar.servicelayer.app.App;,import org.junit.After;
40042ae3927f6d61713377df285e534bfcca74ae,AppTest.java,import com.iluwatar.tolerantreader.App;,import java.io.File;
2f84369003c387db7c45ab1c45f8635d9f7622a1,AdapterPatternTest.java,import static org.mockito.Mockito.verify;,import org.junit.Before;
2f84369003c387db7c45ab1c45f8635d9f7622a1,AdapterPatternTest.java,import com.iluwatar.adapter.FishingBoat;,import static org.mockito.Mockito.spy;
2f84369003c387db7c45ab1c45f8635d9f7622a1,App.java,        while (inventory.addItem(new Item()));,        while (inventory.addItem(new Item())) {};
2f84369003c387db7c45ab1c45f8635d9f7622a1,InventoryTest.java,        while (inventory.addItem(new Item())) ;,        while (inventory.addItem(new Item())) {};
2f84369003c387db7c45ab1c45f8635d9f7622a1,AppTest.java,import com.iluwatar.execute.around.App;,import java.io.File;
2f84369003c387db7c45ab1c45f8635d9f7622a1,App.java,import com.iluwatar.fluentinterface.fluentiterable.simple.SimpleFluentIterable;,import static java.lang.String.valueOf;
2f84369003c387db7c45ab1c45f8635d9f7622a1,App.java,import static java.lang.String.valueOf;,import com.iluwatar.fluentinterface.fluentiterable.FluentIterable;
2f84369003c387db7c45ab1c45f8635d9f7622a1,ApplicationExceptionTest.java,import org.junit.Test;,import static org.junit.Assert.assertSame;
2f84369003c387db7c45ab1c45f8635d9f7622a1,AppTest.java,import org.junit.Test;,import com.iluwatar.servicelayer.hibernate.HibernateUtil;
2f84369003c387db7c45ab1c45f8635d9f7622a1,AppTest.java,import com.iluwatar.servicelayer.app.App;,import org.junit.After;
2f84369003c387db7c45ab1c45f8635d9f7622a1,AppTest.java,import com.iluwatar.tolerantreader.App;,import java.io.File;
77d45c35e0ae886c01493e162adf6023dbcb4155,App.java,import java.util.concurrent.atomic.AtomicInteger;,import java.util.concurrent.TimeUnit;
e95cfe929251f000b4267dd6bfffddd1a336d770,ReaderAndWriterTest.java,import static org.mockito.Mockito.verify;,import static org.mockito.Mockito.inOrder;
e95cfe929251f000b4267dd6bfffddd1a336d770,WriterTest.java,import static org.mockito.Mockito.after;,import static org.mockito.Mockito.inOrder;
3398badd30faade2563aef85700a42b108c19462,ReaderAndWriterTest.java,import static org.mockito.Mockito.verify;,import static org.mockito.Mockito.inOrder;
3398badd30faade2563aef85700a42b108c19462,WriterTest.java,import static org.mockito.Mockito.after;,import static org.mockito.Mockito.inOrder;
59c32d3937158be4362bf954714bbbe149a59161,AppTest.java,  },import java.io.IOException;
59c32d3937158be4362bf954714bbbe149a59161,AppTest.java,import static org.junit.Assert.assertEquals;,import java.io.IOException;
7cc93de672223d38d69d48ebd986b2f876d244e5,AppTest.java,  },import java.io.IOException;
7cc93de672223d38d69d48ebd986b2f876d244e5,AppTest.java,  },import org.junit.Test;
7cc93de672223d38d69d48ebd986b2f876d244e5,AppTest.java,  },import java.io.IOException;
7cc93de672223d38d69d48ebd986b2f876d244e5,AppTest.java,import static org.junit.Assert.assertEquals;,import java.io.IOException;
3ef464986cc75976facd5f2120cc5c677e913bdb,AppTest.java,  },import java.io.IOException;
3ef464986cc75976facd5f2120cc5c677e913bdb,AppTest.java,  },import org.junit.Test;
3ef464986cc75976facd5f2120cc5c677e913bdb,AppTest.java,  },import java.io.IOException;
3ef464986cc75976facd5f2120cc5c677e913bdb,AppTest.java,import static org.junit.Assert.assertEquals;,import java.io.IOException;
f64ba22c64cfc2f7c1340b692b25b183722c1489,FactoryMethodTest.java,"  private void verifyWeapon(Weapon weapon, WeaponType expectedWeaponType, Class clazz) {","  private void verifyWeapon(Weapon weapon, WeaponType expectedWeaponType, Class<?> clazz) {"
53fdaba6c46c4efb3a1340afc84205f37e71a255,AppTest.java,  },import java.io.IOException;
53fdaba6c46c4efb3a1340afc84205f37e71a255,AppTest.java,  },import org.junit.Test;
53fdaba6c46c4efb3a1340afc84205f37e71a255,AppTest.java,  },import java.io.IOException;
53fdaba6c46c4efb3a1340afc84205f37e71a255,AppTest.java,import static org.junit.Assert.assertEquals;,import java.io.IOException;
ea81ef71ab21bd69b3e61ee27dbe406834a7d02f,FactoryMethodTest.java,"  private void verifyWeapon(Weapon weapon, WeaponType expectedWeaponType, Class clazz) {","  private void verifyWeapon(Weapon weapon, WeaponType expectedWeaponType, Class<?> clazz) {"
cfd83b575332e0724bb70685a9fea246f2906178,FactoryMethodTest.java,"  private void verifyWeapon(Weapon weapon, WeaponType expectedWeaponType, Class clazz) {","  private void verifyWeapon(Weapon weapon, WeaponType expectedWeaponType, Class<?> clazz) {"
e4c34b1e22a532dea42b03623eef6f34ff48e864,CacheStore.java,import java.util.ArrayList;,import java.util.List;
e4c34b1e22a532dea42b03623eef6f34ff48e864,Servant.java,import java.util.ArrayList;,import java.util.List;
f135ef6ec8c864be6bfc61e43ce023916c9d069c,CacheStore.java,import java.util.ArrayList;,import java.util.List;
f135ef6ec8c864be6bfc61e43ce023916c9d069c,Servant.java,import java.util.ArrayList;,import java.util.List;
afb897300b9fd310a9a580b45b6f233e7325edf3,AbstractEvent.java,import com.iluwatar.eda.framework.Message;,import com.iluwatar.eda.framework.Event;
414cdfa332c4982e26d54bfae702615c9b77000b,AbstractEvent.java,import com.iluwatar.eda.framework.Message;,import com.iluwatar.eda.framework.Event;
40e5c8d5879915f44d1bb9db3d8f1f3bd8d90c3c,AbstractEvent.java,import com.iluwatar.eda.framework.Message;,import com.iluwatar.eda.framework.Event;
f6a20c7693d97b93654f472691acdb3d9a7f0110,CustomerDao.java,import java.util.List;,import java.util.stream.Stream;
8b147c4dd9c2c7016b04aa67f8a4e74b18ac94a7,LotteryTicketRepository.java,import java.util.List;,import java.util.Map;
fa077c8be9020cb0417b1ea705dd8873775ce72b,InMemoryCustomerDaoTest.java,import java.util.List;,import java.util.stream.Stream;
4d820b12ffcfc118e21f90f3344c7df9a30884b5,App.java,import java.sql.Connection;,import java.io.IOException;
39a1c1e95673e1050a50021be9b3cc6fe83f0a32,LotteryAdministration.java,import java.util.List;,import java.util.Map;
ac468bb7e727a56b313992f9d0eb6dfd3ab116ec,LotteryAdministrationImpl.java,import com.iluwatar.hexagonal.database.LotteryTicketRepositoryMock;,import com.iluwatar.hexagonal.adapter.LotteryTicketRepositoryMock;
ac468bb7e727a56b313992f9d0eb6dfd3ab116ec,LotteryServiceImpl.java,import com.iluwatar.hexagonal.database.LotteryTicketRepositoryMock;,import com.iluwatar.hexagonal.adapter.LotteryTicketRepositoryMock;
ac468bb7e727a56b313992f9d0eb6dfd3ab116ec,LotteryAdministrationTest.java,import com.iluwatar.hexagonal.database.LotteryTicketRepositoryMock;,import com.iluwatar.hexagonal.adapter.LotteryTicketRepositoryMock;
ac468bb7e727a56b313992f9d0eb6dfd3ab116ec,LotteryTicketRepositoryTest.java,import com.iluwatar.hexagonal.database.LotteryTicketRepositoryMock;,import com.iluwatar.hexagonal.adapter.LotteryTicketRepositoryMock;
f620123ceea1bc2847d1b2709c3d4fcf03a624bf,LotteryAdministrationImpl.java,import com.iluwatar.hexagonal.adapter.LotteryTicketRepositoryMock;,import com.iluwatar.hexagonal.database.LotteryTicketRepository;
f620123ceea1bc2847d1b2709c3d4fcf03a624bf,LotteryServiceImpl.java,import com.iluwatar.hexagonal.adapter.LotteryTicketRepositoryMock;,import com.iluwatar.hexagonal.database.LotteryTicketRepository;
f620123ceea1bc2847d1b2709c3d4fcf03a624bf,LotteryTicketRepositoryTest.java,import com.iluwatar.hexagonal.adapter.LotteryTicketRepositoryMock;,import com.iluwatar.hexagonal.database.LotteryTicketRepository;
f620123ceea1bc2847d1b2709c3d4fcf03a624bf,LotteryTest.java,import com.iluwatar.hexagonal.adapter.LotteryTicketRepositoryMock;,import com.iluwatar.hexagonal.administration.LotteryAdministration;
